,ID,case_name,url,cite,dock_raw,docket,summary,jurisdiction,court,case_date,plt,plt_typ,def,def_typ,judge,outcome,outcome_notes,agy,location,statute,species,AIM,TON,OOC,cites,appeals,ej_count,ej_keywords,science,experts,dr_phd,deference,climate_count,climate_keywords,housing_count,housing_keywords,cercla_flag,further_notes,ton_mc1,ton_mc2,ooc_mc1,ooc_mc2,judge_clean,First_Name,Middle,Last_Name,Middle_Initial,n.x,nid,jid,Last.Name,First.Name,Middle.Name,Suffix,Birth.Month,Birth.Day,Birth.Year,Birth.City,Birth.State,Death.Month,Death.Day,Death.Year,Death.City,Death.State,Gender,Race.or.Ethnicity,Court.Type..1.,Court.Name..1.,Appointment.Title..1.,Appointing.President..1.,Party.of.Appointing.President..1.,Reappointing.President..1.,Party.of.Reappointing.President..1.,ABA.Rating..1.,Seat.ID..1.,Statute.Authorizing.New.Seat..1.,Recess.Appointment.Date..1.,Nomination.Date..1.,School..1.,Degree..1.,Degree.Year..1.,School..2.,Degree..2.,Degree.Year..2.,School..3.,Degree..3.,Degree.Year..3.,School..4.,Degree..4.,Degree.Year..4.,School..5.,Degree..5.,Degree.Year..5.,Professional.Career,Other.Nominations.Recess.Appointments,X,party.affiliation.of.president,president.name,court.type,court.name,state,nomination.date.senate.executive.journal,dime.cid,dime.cfscore,imputed.dime.cfscore,jcs.score.dw,jcs.cfscore.cf,pres.dw,pres.dime.cfscore,senscore.dw,senscore.dime.cfscore,state.delegation.dw,state.delegation.dime.cfscore,use.pres,both.sen.opp,unified,birth.year,gender,race.or.ethnicity,aba.rating,law.school,employment.text.field,exit.year,enter.year,jd.rank,degree.type,clerked.for.con,clerked.for.lib,nconts,jud.chair.dw,overimputed.dime.cfscore,court.name1,enter.year1,exit.year1,court.name2,enter.year2,exit.year2,court.name3,enter.year3,exit.year3,exit.yearr,exit.year1r,exit.year2r,circuit,circuit2,circuit3,Middle.Initial,n.y,first_dist,middle_dist,last_dist,total_dist,matched,district,District_FJCBonica,court_mismatch,n,keep
108,2014-2014-sierra-011,Sierra Club v. Okla. Gas & Electic Co.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5C51-1Y31-F04F-200X-00000-00&context=1516831&sourcegroupingtype=G,2014 U.S. Dist. LEXIS 62970,Case No.: 13-CV-356-JHP,13-00356,none,U.S. Federal,United States District Court for the Eastern District of Oklahoma,5/7/14,sierra club,ngo,oklahoma gas and electric company,industry,james h. payne,defendant,none,none,oklahoma,caa,none,stop air pollution,clear air,emission of air pollutants from plant,1,no,0,none,0,none,0,no,0,none,0,none,0,none,Atmosphere,Atmosphere,waste & pollution,Production,james h. payne,james,h.,payne,h,1,1391321,2897,payne,james,h., ,NA,NA,1941,Lubbock,TX,NA,NA,NA, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Oklahoma,Judge,George W. Bush,Republican,,,Well Qualified,OKED0307, ,,9/4/01,University of Oklahoma,B.S.,1963,University of Oklahoma College of Law,J.D.,1966,,,,,,NA,,,NA,"U.S. Air Force, 1966-1970; U.S. Air Force Reserve, 1975-1992; Assistant U.S. attorney, Eastern District of Oklahoma, 1970-1973; Private practice, Oklahoma, 1973-1988","Nominated to U.S. District Courts for the Eastern, Northern and Western Districts of Oklahoma, September 17, 1992; no Senate vote; Nominated to U.S. District Courts for the Eastern, Northern and Western Districts of Oklahoma, August 2, 2001; no Senate vote; Nominated to U.S. Court of Appeals for the Tenth Circuit, September 29, 2005; nomination withdrawn by president, March 7, 2006",647,Republican,George W. Bush,USDC,"U. S. District Court, Northern District of Oklahoma",OK,9/4/01,NA,NA,0.656,0.5405,0.966,0.724,0.86,0.5405,0.966,0.519,0.992,0,0,1,1941,M,White,Well Qualified,University of Oklahoma College of Law,"U.S. Air Force, 1966-1970<BR>U.S. Air Force Reserve, 1975-1992<BR>Assistant U.S. attorney, Eastern District of Oklahoma, 1970-1973<BR>Private practice, Oklahoma, 1973-1988<BR><BR>Nominated to U.S. District Courts for the Eastern, Northern and Western Districts of Oklahoma, September 17, 1992; no Senate vote<BR>Nominated to U.S. District Courts for the Eastern, Northern and Western Districts of Oklahoma, August 2, 2001; no Senate vote<BR>Nominated to U.S. Court of Appeals for the Tenth Circuit, September 29, 2005; nomination withdrawn by president, March 7, 2006",NA,2001,6,B.S.,0,0,0,-0.374,NA,"U. S. District Court, Northern District of Oklahoma",2001,3000,"U. S. District Court, Western District of Oklahoma",2001,3000,NA,NA,NA,NA,NA,NA,"U. S. District Court, Northern District of Oklahoma","U. S. District Court, Western District of Oklahoma",NA,h,3,0,0,0,0,1,86,86,1,3,0
109,2014-2014-sierra-011,Sierra Club v. Okla. Gas & Electic Co.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5C51-1Y31-F04F-200X-00000-00&context=1516831&sourcegroupingtype=G,2014 U.S. Dist. LEXIS 62970,Case No.: 13-CV-356-JHP,13-00356,none,U.S. Federal,United States District Court for the Eastern District of Oklahoma,5/7/14,sierra club,ngo,oklahoma gas and electric company,industry,james h. payne,defendant,none,none,oklahoma,caa,none,stop air pollution,clear air,emission of air pollutants from plant,1,no,0,none,0,none,0,no,0,none,0,none,0,none,Atmosphere,Atmosphere,waste & pollution,Production,james h. payne,james,h.,payne,h,1,1391321,2897,payne,james,h., ,NA,NA,1941,Lubbock,TX,NA,NA,NA, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Oklahoma,Judge,George W. Bush,Republican,,,Well Qualified,OKED0307, ,,9/4/01,University of Oklahoma,B.S.,1963,University of Oklahoma College of Law,J.D.,1966,,,,,,NA,,,NA,"U.S. Air Force, 1966-1970; U.S. Air Force Reserve, 1975-1992; Assistant U.S. attorney, Eastern District of Oklahoma, 1970-1973; Private practice, Oklahoma, 1973-1988","Nominated to U.S. District Courts for the Eastern, Northern and Western Districts of Oklahoma, September 17, 1992; no Senate vote; Nominated to U.S. District Courts for the Eastern, Northern and Western Districts of Oklahoma, August 2, 2001; no Senate vote; Nominated to U.S. Court of Appeals for the Tenth Circuit, September 29, 2005; nomination withdrawn by president, March 7, 2006",648,Republican,George W. Bush,USDC,"U. S. District Court, Eastern District of Oklahoma",OK,9/4/01,NA,NA,0.656,0.5405,0.966,0.724,0.86,0.5405,0.966,0.519,0.992,0,0,1,1941,M,White,Well Qualified,University of Oklahoma College of Law,"U.S. Air Force, 1966-1970<BR>U.S. Air Force Reserve, 1975-1992<BR>Assistant U.S. attorney, Eastern District of Oklahoma, 1970-1973<BR>Private practice, Oklahoma, 1973-1988<BR><BR>Nominated to U.S. District Courts for the Eastern, Northern and Western Districts of Oklahoma, September 17, 1992; no Senate vote<BR>Nominated to U.S. District Courts for the Eastern, Northern and Western Districts of Oklahoma, August 2, 2001; no Senate vote<BR>Nominated to U.S. Court of Appeals for the Tenth Circuit, September 29, 2005; nomination withdrawn by president, March 7, 2006",NA,2001,6,B.S.,0,0,0,-0.374,NA,"U. S. District Court, Northern District of Oklahoma",2001,3000,"U. S. District Court, Western District of Oklahoma",2001,3000,NA,NA,NA,NA,NA,NA,"U. S. District Court, Eastern District of Oklahoma","U. S. District Court, Western District of Oklahoma",NA,h,3,0,0,0,0,1,86,86,1,3,1
121,2016-2016-ouachi-001,Ouachita Watch League v. United States Forest Serv.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5J9W-PVG1-F04C-R33P-00000-00&context=1516831&sourcegroupingtype=G,2016 U.S. Dist. LEXIS 33869,CASE NO. 4:11CV00425 JM%CASE NO. 4:11CV00782 JM,11-00425%11-00782,none,U.S. Federal,"United States District Court for the Eastern District of Arkansas, Western Division",3/16/16,ouachita watch league%the ozark society,civic_assn%ngo,usfs,fed,"james m. moody, jr.",defendant,only final agency action can be challenged,fs,arkansas,nepa%nfma,none,stop gas exploration,forest,increased gas production on federal lands,1,yes,0,none,0,none,0,no,0,none,0,none,0,none,Biosphere,Flora,energy & mineral resources,Fossil Fuel Extraction,james m. moody,james,m.,moody,m,1,1385266,1670,moody,james,maxwell, ,NA,NA,1940,El Dorado,AR,NA,NA,NA, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Arkansas,Judge,William J. Clinton,Democratic,,,Well Qualified,ARED0502, ,,6/27/95,University of Arkansas,B.S.I.M.,1962,University of Arkansas School of Law,J.D.,1964,,,,,,NA,,,NA,"Private practice, Little Rock, Arkansas, 1964, 1966-1995; U.S. Army, 1964-1966",,894,Democratic,William J. Clinton,USDC,"U. S. District Court, Eastern District of Arkansas",KS,6/27/95,3104033268,-0.666,-0.666,-0.452,-0.79,-0.452,-0.79,0.322,0.559,0.315,0.723,1,1,0,1940,M,White,Well Qualified,University of Arkansas School of Law,"Private practice, Little Rock, Arkansas, 1964, 1966-1995<BR>U.S. Army, 1964-1966",2008,1995,5,B.S.I.M.,0,0,3,0.383,-0.647832539,,NA,3000,,NA,3000,NA,NA,NA,2008,NA,NA,"U. S. District Court, Eastern District of Arkansas",,NA,m,1,0,0,0,0,1,60,60,1,2,0
122,2016-2016-ouachi-001,Ouachita Watch League v. United States Forest Serv.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5J9W-PVG1-F04C-R33P-00000-00&context=1516831&sourcegroupingtype=G,2016 U.S. Dist. LEXIS 33869,CASE NO. 4:11CV00425 JM%CASE NO. 4:11CV00782 JM,11-00425%11-00782,none,U.S. Federal,"United States District Court for the Eastern District of Arkansas, Western Division",3/16/16,ouachita watch league%the ozark society,civic_assn%ngo,usfs,fed,"james m. moody, jr.",defendant,only final agency action can be challenged,fs,arkansas,nepa%nfma,none,stop gas exploration,forest,increased gas production on federal lands,1,yes,0,none,0,none,0,no,0,none,0,none,0,none,Biosphere,Flora,energy & mineral resources,Fossil Fuel Extraction,james m. moody,james,m.,moody,m,1,1394351,3504,moody,james,maxwell,Jr.,NA,NA,1964,El Dorado,AR,NA,NA,NA, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Arkansas,Judge,Barack Obama,Democratic,,,Well Qualified,ARED0304, ,,1/6/14,University of Arkansas,B.S.B.A.,1986,University of Arkansas Bowen School of Law,J.D.,1989,,,,,,NA,,,NA,"Private practice, Little Rock, Arkansas, 1989-2003; Judge, Circuit Court of Arkansas, Sixth Judicial Circuit, 2003-2014","Nominated to U.S. District Court for the Eastern District of Arkansas, July 25, 2013; no Senate vote",17,Democratic,Barack Obama,USDC,"U. S. District Court, Eastern District of Arkansas",KS,1/6/14,3104033268,-0.666,-0.666,-0.367,-1.14,-0.367,-1.14,0.413,0.949,0.546,1.121,1,1,1,1964,M,White,Well Qualified,University of Arkansas School of Law,"Private practice, Little Rock, Arkansas, 1989-2003<BR>Judge, Circuit Court of Arkansas, Sixth Judicial Circuit, 2003-2014<BR><BR>Nominated to U.S. District Court for the Eastern District of Arkansas, July 25, 2013; no Senate vote",NA,2014,5,B.S.B.A.,0,0,3,-0.374,-0.151290738,,NA,3000,,NA,3000,NA,NA,NA,NA,NA,NA,"U. S. District Court, Eastern District of Arkansas",,NA,m,1,0,0,0,0,1,60,60,1,2,1
35,1988-0696-united-003,United States v. Schilling,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-7X30-003B-62XR-00000-00&context=1516831&sourcegroupingtype=G,696 F. Supp. 407,Civil No. H 87-229,87-00229,A claim that gas station owners violated the federal Clean Air Act by permitting illegal use of leaded gasoline gave rise to material issues of fact as to whether the owners' employee could have seen customers' improper introduction of leaded gas.,U.S. Federal,"United States District Court for the Northern District of Indiana, Hammond Division",9/8/88,united states,fed,"john schilling%robert schilling%r&j enterprises, inc%schilling brothers gas stop",individual%industry,james moody,defendant,none,epa,indiana,caa,none,press charges,air,air pollution,0,no,0,none,0,none,0,no,0,none,0,none,0,none,Atmosphere,Atmosphere,waste & pollution,Production,james moody,james,,moody,NA,1,1385266,1670,moody,james,maxwell, ,NA,NA,1940,El Dorado,AR,NA,NA,NA, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Arkansas,Judge,William J. Clinton,Democratic,,,Well Qualified,ARED0502, ,,6/27/95,University of Arkansas,B.S.I.M.,1962,University of Arkansas School of Law,J.D.,1964,,,,,,NA,,,NA,"Private practice, Little Rock, Arkansas, 1964, 1966-1995; U.S. Army, 1964-1966",,894,Democratic,William J. Clinton,USDC,"U. S. District Court, Eastern District of Arkansas",KS,6/27/95,3104033268,-0.666,-0.666,-0.452,-0.79,-0.452,-0.79,0.322,0.559,0.315,0.723,1,1,0,1940,M,White,Well Qualified,University of Arkansas School of Law,"Private practice, Little Rock, Arkansas, 1964, 1966-1995<BR>U.S. Army, 1964-1966",2008,1995,5,B.S.I.M.,0,0,3,0.383,-0.647832539,,NA,3000,,NA,3000,NA,NA,NA,2008,NA,NA,"U. S. District Court, Eastern District of Arkansas",,NA,m,1,0,NA,0,0,1,55,60,0,4,0
36,1988-0696-united-003,United States v. Schilling,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-7X30-003B-62XR-00000-00&context=1516831&sourcegroupingtype=G,696 F. Supp. 407,Civil No. H 87-229,87-00229,A claim that gas station owners violated the federal Clean Air Act by permitting illegal use of leaded gasoline gave rise to material issues of fact as to whether the owners' employee could have seen customers' improper introduction of leaded gas.,U.S. Federal,"United States District Court for the Northern District of Indiana, Hammond Division",9/8/88,united states,fed,"john schilling%robert schilling%r&j enterprises, inc%schilling brothers gas stop",individual%industry,james moody,defendant,none,epa,indiana,caa,none,press charges,air,air pollution,0,no,0,none,0,none,0,no,0,none,0,none,0,none,Atmosphere,Atmosphere,waste & pollution,Production,james moody,james,,moody,NA,1,1394351,3504,moody,james,maxwell,Jr.,NA,NA,1964,El Dorado,AR,NA,NA,NA, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Arkansas,Judge,Barack Obama,Democratic,,,Well Qualified,ARED0304, ,,1/6/14,University of Arkansas,B.S.B.A.,1986,University of Arkansas Bowen School of Law,J.D.,1989,,,,,,NA,,,NA,"Private practice, Little Rock, Arkansas, 1989-2003; Judge, Circuit Court of Arkansas, Sixth Judicial Circuit, 2003-2014","Nominated to U.S. District Court for the Eastern District of Arkansas, July 25, 2013; no Senate vote",17,Democratic,Barack Obama,USDC,"U. S. District Court, Eastern District of Arkansas",KS,1/6/14,3104033268,-0.666,-0.666,-0.367,-1.14,-0.367,-1.14,0.413,0.949,0.546,1.121,1,1,1,1964,M,White,Well Qualified,University of Arkansas School of Law,"Private practice, Little Rock, Arkansas, 1989-2003<BR>Judge, Circuit Court of Arkansas, Sixth Judicial Circuit, 2003-2014<BR><BR>Nominated to U.S. District Court for the Eastern District of Arkansas, July 25, 2013; no Senate vote",NA,2014,5,B.S.B.A.,0,0,3,-0.374,-0.151290738,,NA,3000,,NA,3000,NA,NA,NA,NA,NA,NA,"U. S. District Court, Eastern District of Arkansas",,NA,m,1,0,NA,0,0,1,55,60,0,4,0
37,1988-0696-united-003,United States v. Schilling,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-7X30-003B-62XR-00000-00&context=1516831&sourcegroupingtype=G,696 F. Supp. 407,Civil No. H 87-229,87-00229,A claim that gas station owners violated the federal Clean Air Act by permitting illegal use of leaded gasoline gave rise to material issues of fact as to whether the owners' employee could have seen customers' improper introduction of leaded gas.,U.S. Federal,"United States District Court for the Northern District of Indiana, Hammond Division",9/8/88,united states,fed,"john schilling%robert schilling%r&j enterprises, inc%schilling brothers gas stop",individual%industry,james moody,defendant,none,epa,indiana,caa,none,press charges,air,air pollution,0,no,0,none,0,none,0,no,0,none,0,none,0,none,Atmosphere,Atmosphere,waste & pollution,Production,james moody,james,,moody,NA,1,1391221,2877,moody,james,s.,Jr.,NA,NA,1947,Tampa,FL,NA,NA,NA, , ,Male,White,U.S. District Court,U.S. District Court for the Middle District of Florida,Judge,William J. Clinton,Democratic,,,Well Qualified,FLMD1301,113 Stat. 1501,,6/8/00,University of Florida,B.S.,1969,University of Florida College of Law (now Fredric G. Levin College of Law),J.D.,1972,,,,,,NA,,,NA,"Private practice, Florida, 1972-1994; Judge, Circuit Court of Florida, Thirteenth Judicial Circuit, 1995-2000",,693,Democratic,William J. Clinton,USDC,"U. S. District Court, Middle District of Florida",FL,6/8/00,NA,NA,-0.576,-0.237,-0.348,-0.452,-0.79,-0.237,-0.348,0.132,0.274,0,0,0,1947,M,White,Well Qualified,University of Florida College of Law,"Private practice, Florida, 1972-1994<BR>Judge, Circuit Court of Florida, Thirteenth Judicial Circuit, 1995-2000",2014,2000,3,B.S.,0,0,0,0.383,NA,,NA,3000,,NA,3000,NA,NA,NA,2014,NA,NA,"U. S. District Court, Middle District of Florida",,NA,s,1,0,NA,0,0,1,55,3A,0,4,0
38,1988-0696-united-003,United States v. Schilling,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-7X30-003B-62XR-00000-00&context=1516831&sourcegroupingtype=G,696 F. Supp. 407,Civil No. H 87-229,87-00229,A claim that gas station owners violated the federal Clean Air Act by permitting illegal use of leaded gasoline gave rise to material issues of fact as to whether the owners' employee could have seen customers' improper introduction of leaded gas.,U.S. Federal,"United States District Court for the Northern District of Indiana, Hammond Division",9/8/88,united states,fed,"john schilling%robert schilling%r&j enterprises, inc%schilling brothers gas stop",individual%industry,james moody,defendant,none,epa,indiana,caa,none,press charges,air,air pollution,0,no,0,none,0,none,0,no,0,none,0,none,0,none,Atmosphere,Atmosphere,waste & pollution,Production,james moody,james,,moody,NA,1,1385271,1671,moody,james,tyne, ,NA,NA,1938,LaCenter,KY,NA,NA,NA, , ,Male,White,U.S. District Court,U.S. District Court for the Northern District of Indiana,Judge,Ronald Reagan,Republican,,,Qualified,INND0104, ,,12/4/81,Indiana University,A.B.,1960,Indiana University School of Law -- Bloomington (now Maurer School of Law),LL.B.,1963,,,,,,NA,,,NA,"Private practice, Hobart, Indiana, 1964-1972; City attorney, Hobart and Lake Station, Indiana, 1964-1973; City attorney, East Gary, Indiana, 1966-1970; Judge, Lake County [Indiana] Superior Court, 1972-1979; Faculty, business law, Indiana University, 1977-1980",,1558,Republican,Ronald Reagan,USDC,"U. S. District Court, Northern District of Indiana",IN,12/4/81,NA,NA,0.96,0.301,0.929,0.69,0.98,0.301,0.929,-0.027,0.1,0,0,0,1938,M,White,Qualified,Indiana University School of Law -- Bloomington (now Maurer School of Law),"Private practice, Hobart, Indiana, 1964-1972<BR>City attorney, Hobart and Lake Station, Indiana, 1964-1973<BR>City attorney, East Gary, Indiana, 1966-1970<BR>Judge, Lake County [Indiana] Superior Court, 1972-1979<BR>Faculty, business law, Indiana University, 1977-1980",2003,1982,2,A.B.,0,0,0,0.396,NA,,NA,3000,,NA,3000,NA,NA,NA,2003,NA,NA,"U. S. District Court, Northern District of Indiana",,NA,t,1,0,NA,0,0,1,55,55,1,4,1
71,1997-1997-anheus-001,"Anheuser-Busch, Inc. v. Ford Motor Co.",https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-GYH0-00B1-F1PJ-00000-00&context=1516831&sourcegroupingtype=G,1997 U.S. Dist. LEXIS 3556,Civil Action No. 93-526,93-00526,Plaintiff's CERCLA claim against defendants survived a motion for summary judgment because a former owner could be liable even if no disposal of hazardous waste took place during its period of ownership.,U.S. Federal,"United States District Court for the Western District of Kentucky, Louisville Division",2/10/97,"anheuser-busch, inc",industry,ford motor company%key property development corporation,industry,jennifer b. coffman,mixed,motion to file surreply granted%motion to reconsider court's decision granted and denied in part,none,kentucky,cercla,none,recover damages,hazardous waste,hazardous waste discovered on a parcel of land,3,no,0,none,0,none,0,no,0,none,0,none,1,none,Anthropogenic,Hazardous Substance,waste & pollution,Waste Management,jennifer b. coffman,jennifer,b.,coffman,b,1,1379291,467,coffman,jennifer,b., ,NA,NA,1948,Union City,TN,NA,NA,NA, , ,Female,White,U.S. District Court,U.S. District Court for the Eastern District of Kentucky,Judge,William J. Clinton,Democratic,,,Well Qualified,KYED0203, ,,8/6/93,University of Kentucky,B.A.,1969,University of Kentucky,M.S.,1971,University of Kentucky College of Law,J.D.,1978,,,NA,,,NA,"Private practice, Lexington, Kentucky, 1977-1993; Adjunct instructor, University of Kentucky College of Law, 1979-1981",,1016,Democratic,William J. Clinton,USDC,"U. S. District Court, Western District of Kentucky",KY,8/6/93,81533253576,-1.298,-1.298,-0.273,-0.122,-0.452,-0.79,-0.273,-0.122,0.031,0.142,0,0,1,1948,F,White,Well Qualified,University of Kentucky College of Law,"Private practice, Lexington, Kentucky, 1977-1993<BR>Adjunct instructor, University of Kentucky College of Law, 1979-1981",2013,1993,4,B.A.,0,0,1,-0.318,-0.513087826,"U. S. District Court, Western District of Kentucky",1993,2013,,NA,3000,NA,NA,NA,NA,NA,NA,"U. S. District Court, Western District of Kentucky",,NA,b,2,0,0,0,0,1,44,43,0,2,1
72,1997-1997-anheus-001,"Anheuser-Busch, Inc. v. Ford Motor Co.",https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-GYH0-00B1-F1PJ-00000-00&context=1516831&sourcegroupingtype=G,1997 U.S. Dist. LEXIS 3556,Civil Action No. 93-526,93-00526,Plaintiff's CERCLA claim against defendants survived a motion for summary judgment because a former owner could be liable even if no disposal of hazardous waste took place during its period of ownership.,U.S. Federal,"United States District Court for the Western District of Kentucky, Louisville Division",2/10/97,"anheuser-busch, inc",industry,ford motor company%key property development corporation,industry,jennifer b. coffman,mixed,motion to file surreply granted%motion to reconsider court's decision granted and denied in part,none,kentucky,cercla,none,recover damages,hazardous waste,hazardous waste discovered on a parcel of land,3,no,0,none,0,none,0,no,0,none,0,none,1,none,Anthropogenic,Hazardous Substance,waste & pollution,Waste Management,jennifer b. coffman,jennifer,b.,coffman,b,1,1379291,467,coffman,jennifer,b., ,NA,NA,1948,Union City,TN,NA,NA,NA, , ,Female,White,U.S. District Court,U.S. District Court for the Eastern District of Kentucky,Judge,William J. Clinton,Democratic,,,Well Qualified,KYED0203, ,,8/6/93,University of Kentucky,B.A.,1969,University of Kentucky,M.S.,1971,University of Kentucky College of Law,J.D.,1978,,,NA,,,NA,"Private practice, Lexington, Kentucky, 1977-1993; Adjunct instructor, University of Kentucky College of Law, 1979-1981",,1017,Democratic,William J. Clinton,USDC,"U. S. District Court, Eastern District of Kentucky",KY,8/6/93,81533253576,-1.298,-1.298,-0.273,-0.122,-0.452,-0.79,-0.273,-0.122,0.031,0.142,0,0,1,1948,F,White,Well Qualified,University of Kentucky College of Law,"Private practice, Lexington, Kentucky, 1977-1993<BR>Adjunct instructor, University of Kentucky College of Law, 1979-1981",2013,1993,4,B.A.,0,0,1,-0.318,-0.513087826,"U. S. District Court, Western District of Kentucky",1993,2013,,NA,3000,NA,NA,NA,NA,NA,NA,"U. S. District Court, Eastern District of Kentucky",,NA,b,2,0,0,0,0,1,44,43,0,2,0
33,1988-0693-united-001,United States Fid. & Guar. Co. v. Murray Ohio Mfg. Co.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-8P20-003B-62MF-00000-00&context=1516831&sourcegroupingtype=G,693 F. Supp. 617,Docket No. 3-84-1126,84-01126,Plaintiff was not obligated to defend or indemnify defendant because the claims brought against defendant were excludable on the basis of the policy's pollution clause.,U.S. Federal,"United States District Court for the Middle District of Tennessee, Nashville Division",6/28/88,united states fidelity & guaranty company,industry,the murray ohio manufacturing company,industry,john t. nixon,plaintiff,none,none,missouri,rcra%cercla,none,avoid coverage responsibilities,toxic waste disposal,duty to indemnify and defend,46,yes,0,none,0,none,0,no,0,none,0,none,1,none,Anthropogenic,Hazardous Substance,waste & pollution,Cost and Liability,john t. nixon,john,t.,nixon,t,1,1385766,1771,nixon,john,thompson, ,8,31,1820,Fairton,NJ,9,28,1889,Stockbridge,MA,Male,White,U.S. District Court,U.S. District Court for the District of New Jersey,Judge,Ulysses Grant,Republican,,,,NJD0207, ,,1870-04-28,College of New Jersey (now Princeton University),,1841,College of New Jersey (now Princeton University),A.M.,1843,Read law,,1844,,,NA,,,NA,"Private practice, Bridgeton, New Jersey, 1845-1859, 1863-1870; State assemblyman, New Jersey 1848-1850; speaker, 1850; U.S. representative from New Jersey, 1859-1863",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t,1,0,0,0,0,1,50,12,0,2,0
34,1988-0693-united-001,United States Fid. & Guar. Co. v. Murray Ohio Mfg. Co.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-8P20-003B-62MF-00000-00&context=1516831&sourcegroupingtype=G,693 F. Supp. 617,Docket No. 3-84-1126,84-01126,Plaintiff was not obligated to defend or indemnify defendant because the claims brought against defendant were excludable on the basis of the policy's pollution clause.,U.S. Federal,"United States District Court for the Middle District of Tennessee, Nashville Division",6/28/88,united states fidelity & guaranty company,industry,the murray ohio manufacturing company,industry,john t. nixon,plaintiff,none,none,missouri,rcra%cercla,none,avoid coverage responsibilities,toxic waste disposal,duty to indemnify and defend,46,yes,0,none,0,none,0,no,0,none,0,none,1,none,Anthropogenic,Hazardous Substance,waste & pollution,Cost and Liability,john t. nixon,john,t.,nixon,t,1,1385761,1770,nixon,john,trice, ,1,9,1933,New Orleans,LA,12,19,2019,Los Angeles,CA,Male,White,U.S. District Court,U.S. District Court for the Middle District of Tennessee,Judge,Jimmy Carter,Democratic,,,Qualified,TNMD0601,92 Stat. 1629,,2/27/80,Harvard University,A.B.,1955,Vanderbilt University Law School,LL.B.,1960,,,,,,NA,,,NA,"U.S. Army, 1958; Private practice, Anniston, Alabama, 1960-1962; City attorney, Anniston, Alabama, 1962-1964; Trial attorney, Civil Rights Division, U.S. Department of Justice, 1964-1969; Private practice, 1969-1971; Staff attorney, Office of the State Comptroller, Tennessee, 1971-1976; Private practice, Nashville, Tennessee, 1976-1977; Judge, Tennessee Circuit Court, 1977-1978; Judge, Tennessee General Sessions Court, 1978-1980",,1660,Democratic,Jimmy Carter,USDC,"U. S. District Court, Middle District of Tennessee",TN,2/27/80,NA,NA,-0.93,-0.352,-0.232,-0.521,-0.27,-0.352,-0.232,-0.063,0.143,0,0,0,1933,M,White,Qualified,Vanderbilt University Law School,"U.S. Army, 1958<BR>Private practice, Anniston, Alabama, 1960-1962<BR>City attorney, Anniston, Alabama, 1962-1964<BR>Trial attorney, Civil Rights Division, U.S. Department of Justice, 1964-1969<BR>Private practice, 1969-1971<BR>Staff attorney, Office of the State Comptroller, Tennessee, 1971-1976<BR>Private practice, Nashville, Tennessee, 1976-1977<BR>Judge, Tennessee Circuit Court, 1977-1978<BR>Judge, Tennessee General Sessions Court, 1978-1980<BR>",1998,1980,2,A.B.,0,0,0,-0.451,NA,,NA,3000,,NA,3000,NA,NA,NA,1998,NA,NA,"U. S. District Court, Middle District of Tennessee",,NA,t,1,0,0,0,0,1,50,50,1,2,1
